OBJECTID,Join_Count,TARGET_FID,stop_id,stop_name,stop_lat,stop_lon,suburb
3069,1,3068,3681,Franklyn Road (near 18) (stopping area),-41.16474988,174.8209833,Tawa
3070,1,3069,3686,Fyvie Avenue (near 47) (stopping area),-41.15927552,174.8268655,Tawa
3071,1,3070,3692,Raroa Terrace (near 46a) (stopping area),-41.16335674,174.8393247,Tawa
3072,1,3071,3658,Oriel Avenue (near 8) (stopping area),-41.18294972,174.8211326,Tawa
3073,1,3072,3688,Linden Avenue (opposite 3) (stopping area),-41.15694769,174.8298803,Tawa
3076,1,3075,6912,Taranaki Street at Pukeahu National War Memorial Park,-41.29761812,174.7760952,Te Aro
3078,1,3077,3696,Woodman Drive (near 72) (stopping area),-41.16797036,174.8357163,Tawa
3080,1,3079,3663,Oriel Avenue (near 88) (stopping area),-41.17787359,174.8164453,Tawa
3082,1,3081,3591,Mahoe Street (near 3) (stopping area),-41.1610653,174.8389785,Tawa
3083,1,3082,3679,Chester Road (near 25) (stopping area),-41.169198,174.817122,Tawa
3084,1,3083,3684,Victory Crescent (opposite 85) (stopping area),-41.16066183,174.824791,Tawa
3085,1,3084,3575,Surrey Street (near 2) (stopping area),-41.16770817,174.8259449,Tawa
3086,1,3085,3697,Woodman Drive (opposite 121) (stopping area),-41.17043616,174.8333132,Tawa
3087,1,3086,3594,Woodman Drive (near 37) (stopping area),-41.16563622,174.8392502,Tawa
3088,1,3087,5090,Bunny Street at Lambton Interchange,-41.27892121,174.7784419,Pipitea
3089,1,3088,3935,Linden Station - Collins Avenue at Beauchamp Street,-41.15736937,174.8320713,Tawa
3090,1,3089,3694,Woodman Drive (near 24) (stopping area),-41.16542842,174.8393551,Tawa
3091,1,3090,3595,Woodman Drive (near 55) (stopping area),-41.16701202,174.837881,Tawa
3092,1,3091,3560,Oriel Avenue (near 35) (stopping area),-41.18239,174.818323,Tawa
3093,1,3092,3682,Franklyn Road (near 48) (stopping area),-41.16238494,174.8218222,Tawa
3094,1,3093,3931,Linden Station - Collins Avenue opposite Hinau Street,-41.15765593,174.8330046,Tawa
3095,1,3094,3579,Chester Road (near 54) (stopping area),-41.168337,174.817134,Tawa
3096,1,3095,3672,Lyndhurst Road at Lyndhurt Park (stopping area),-41.17145066,174.8216858,Tawa
3097,1,3096,3598,Woodman Drive (near 145) (stopping area),-41.17144161,174.8348596,Tawa
3099,1,3098,3599,Greenacres - Woodman Drive at Bing Lucas Drive (stopping area),-41.173016,174.83476,Tawa
3100,1,3099,3690,Collins Avenue (near 36) (stopping area),-41.15914947,174.8372307,Tawa
3101,1,3100,3680,Chester Road (near 49) (stopping area),-41.16728323,174.8193144,Tawa
3102,1,3101,3951,Takapu Road Station - Boscobel Lane at Station,-41.18528,174.828,Tawa
3103,1,3102,3676,Lincoln Avenue (near 10) (stopping area),-41.16852656,174.8236224,Tawa
3104,1,3103,3592,Raroa Terrace (near 41) (stopping area),-41.16348141,174.839402,Tawa
3105,1,3104,3574,Tawa Shops - Oxford Street at New World (stopping area),-41.16965756,174.826452,Tawa
3106,1,3105,3677,Lincoln Avenue (near 50) (stopping area),-41.16981862,174.8197648,Tawa
3107,1,3106,3576,Lincoln Avenue (near 7) (stopping area),-41.168575,174.823663,Tawa
3108,1,3107,3588,Linden Avenue (near 3) (stopping area),-41.15686408,174.8299162,Tawa
3109,1,3108,3581,Franklyn Road (near 13) (stopping area),-41.16482476,174.8208625,Tawa
3110,1,3109,3656,Takapu Road (near 21) (stopping area),-41.18233829,174.8335587,Grenada North
3111,1,3110,3699,Greenacres - Woodman Drive at Bing Lucas Drive (stopping area),-41.173077,174.834566,Tawa
3112,1,3111,3580,Chester Road (near 90) (stopping area),-41.1666714,174.8196838,Tawa
3113,1,3112,3564,Oriel Avenue at Nuffield Street (stopping area),-41.17646921,174.8174194,Tawa
3114,1,3113,3582,Franklyn Road (near 47) (stopping area),-41.16218003,174.8220366,Tawa
3115,1,3114,3669,Kiwi Crescent (near 17)(stopping area),-41.17327648,174.8173407,Tawa
3116,1,3115,3570,Lyndhurst Road (near 36) (stopping area),-41.17154082,174.8185475,Tawa
3118,1,3117,3695,Woodman Drive (near 46) (stopping area),-41.16678505,174.8379319,Tawa
3120,1,3119,3670,Lyndhurst Road (near 33) (stopping area),-41.17164677,174.8186464,Tawa
3121,1,3120,3586,Fyvie Avenue (opposite 49) (stopping area),-41.15926942,174.8267484,Tawa
3122,1,3121,3655,Jamaica Drive (opposite 32) (stopping area),-41.18311424,174.8382611,Grenada North
3123,1,3122,3691,Mahoe Street (near 6) (stopping area),-41.16133391,174.8384207,Tawa
3124,1,3123,3662,Oriel Avenue (near 68) (stopping area),-41.17977582,174.8173262,Tawa
